question_id,image,cls,label,response,inference_s,vram_mb
1,medium_distance_trash25.jpg,trash,yes,yes,0.835,4660.6
2,medium_distance_trash648.jpg,container,yes,no,0.813,4659.8
3,hn_radisson_isla_corazon_anfi_45.jpg,plastic,no,no,8.682,5627.8
4,medium_distance_trash984.jpg,polystyrene,yes,yes,0.521,4694.9
5,hn_anfi_harbour_view_43.jpg,container,no,no,4.108,5633.2
6,close_distance_trash921.jpg,trash,no,yes,1.661,6619.6
7,hn_anfi_isla_corazon_view_67.jpg,metal,no,no,0.741,5626.4
8,medium_distance_trash1048.jpg,container,no,TIMEOUT,15.012,0
9,far_distance_trash377.jpg,trash,yes,TIMEOUT,15.006,0
10,far_distance_trash351.jpg,plastic,no,no,14.118,27088.9
11,hn_anfi_beach_vega_26.jpg,plastic,no,no,0.776,5627.8
12,medium_distance_trash168.jpg,container,yes,yes,0.185,4655.5
13,medium_distance_trash883.jpg,container,yes,yes,0.182,4659.8
14,medium_distance_trash441.jpg,plastic,yes,yes,0.169,4658.3
15,medium_distance_trash719.jpg,plastic,yes,no,0.171,4658.3
16,close_distance_trash477.jpg,trash pile,yes,yes,0.183,4693.1
17,close_distance_trash122.jpg,trash pile,no,no,0.169,4659.6
18,medium_distance_trash1038.jpg,plastic,yes,yes,1.309,6608.5
19,close_distance_trash229.jpg,metal,no,yes,0.175,4657.9
20,hn_radisson_isla_corazon_anfi_97.jpg,container,no,no,0.777,5633.2
21,close_distance_trash1022.jpg,trash,yes,yes,0.204,4695.6
22,hn_anfi_harbour_view_58.jpg,plastic,no,no,0.807,5627.8
23,hn_anfi_harbour_view_134.jpg,plastic,no,no,0.807,5627.8
24,medium_distance_trash148.jpg,plastic,yes,yes,0.199,4658.3
25,medium_distance_trash14.jpg,container,yes,yes,0.175,4659.8
26,medium_distance_trash897.jpg,metal,yes,yes,0.172,4634.4
27,far_distance_trash470.jpg,plastic,yes,yes,0.279,4815.0
28,hn_anfi_harbour_view_49.jpg,plastic,no,no,0.758,5627.8
29,close_distance_trash33.jpg,trash,yes,yes,0.175,4660.6
30,medium_distance_trash840.jpg,plastic,no,no,0.176,4658.3
31,far_distance_trash67.jpg,container,yes,yes,0.166,4659.8
