question_id,image,cls,label,response,inference_s,vram_mb
1,close_distance_trash219.jpg,container,yes,TIMEOUT,15.008,0
2,medium_distance_trash156.jpg,metal,yes,TIMEOUT,15.008,0
3,far_distance_trash298.jpg,container,no,TIMEOUT,15.006,0
4,medium_distance_trash218.jpg,trash,yes,TIMEOUT,15.002,0
5,medium_distance_trash615.jpg,container,yes,TIMEOUT,15.007,0
6,medium_distance_trash72.jpg,plastic,yes,TIMEOUT,15.012,0
7,medium_distance_trash22.jpg,trash,no,TIMEOUT,15.001,0
8,medium_distance_trash689.jpg,metal,yes,TIMEOUT,15.015,0
9,far_distance_trash460.jpg,metal,yes,TIMEOUT,15.001,0
10,far_distance_trash102.jpg,container,yes,TIMEOUT,15.016,0
11,far_distance_trash344.jpg,metal,no,TIMEOUT,15.007,0
12,medium_distance_trash794.jpg,plastic,yes,TIMEOUT,15.016,0
13,medium_distance_trash603.jpg,container,no,TIMEOUT,15.016,0
14,medium_distance_trash187.jpg,metal,yes,TIMEOUT,15.009,0
15,medium_distance_trash11.jpg,trash,no,no,14.118,45242.8
16,hn_anfi_isla_corazon_view_53.jpg,container,no,no,4.333,13374.7
17,close_distance_trash195.jpg,container,yes,yes,0.267,7676.8
18,close_distance_trash1270.jpg,container,no,no,0.631,8143.5
19,hn_scene_1006_117.jpg,metal,no,no,1.279,8958.5
20,medium_distance_trash636.jpg,trash,no,no,0.251,7676.9
21,hn_radisson_isla_corazon_anfi_55.jpg,metal,no,no,1.223,8958.5
22,medium_distance_trash783.jpg,plastic,yes,yes,0.254,7676.8
23,hn_anfi_harbour_view_74.jpg,metal,no,no,1.293,8958.5
24,hn_radisson_isla_corazon_anfi_109.jpg,container,no,no,1.282,8965.1
25,hn_anfi_beach_vega_42.jpg,plastic,no,no,1.207,8960.2
26,far_distance_trash467.jpg,plastic,no,TIMEOUT,15.003,0
27,hn_radisson_isla_corazon_anfi_110.jpg,metal,no,TIMEOUT,15.003,0
28,hn_anfi_isla_corazon_view_82.jpg,plastic,no,TIMEOUT,15.003,0
29,medium_distance_trash768.jpg,trash,yes,TIMEOUT,15.012,0
30,close_distance_trash230.jpg,trash,no,TIMEOUT,15.01,0
31,hn_anfi_harbour_view_72.jpg,container,no,TIMEOUT,15.014,0
32,medium_distance_trash1060.jpg,plastic,yes,TIMEOUT,15.013,0
33,hn_anfi_harbour_view_33.jpg,metal,no,TIMEOUT,15.015,0
34,close_distance_trash83.jpg,container,no,TIMEOUT,15.008,0
35,close_distance_trash1295.jpg,trash,no,TIMEOUT,15.006,0
36,medium_distance_trash515.jpg,trash,no,TIMEOUT,15.006,0
37,close_distance_trash183.jpg,trash,no,TIMEOUT,15.014,0
38,hn_anfi_harbour_view_84.jpg,plastic,no,TIMEOUT,15.008,0
39,close_distance_trash540.jpg,plastic,yes,TIMEOUT,15.005,0
40,hn_radisson_isla_corazon_anfi_79.jpg,container,no,TIMEOUT,15.016,0
41,close_distance_trash1248.jpg,trash pile,yes,TIMEOUT,15.014,0
42,close_distance_trash1245.jpg,trash pile,yes,TIMEOUT,15.007,0
43,far_distance_trash535.jpg,container,yes,TIMEOUT,15.005,0
44,close_distance_trash122.jpg,plastic,yes,TIMEOUT,15.013,0
45,close_distance_trash1191.jpg,metal,yes,TIMEOUT,15.012,0
46,medium_distance_trash855.jpg,trash pile,no,no,8.718,15162.3
