question_id,image,cls,label,response,inference_s,vram_mb
1,close_distance_trash177.jpg,container,yes,no,0.21,4309.4
2,close_distance_trash191.jpg,plastic,no,no,0.159,4307.4
3,far_distance_trash18.jpg,metal,yes,yes,0.159,4306.9
4,marine_litter_427.jpg,polystyrene,yes,yes,0.167,4341.3
5,hn_radisson_isla_corazon_anfi_42.jpg,trash,no,no,0.562,5282.0
6,marine_litter_340.jpg,polystyrene,yes,yes,0.211,4341.3
7,hn_anfi_harbour_view_23.jpg,plastic,no,no,0.56,5274.4
8,far_distance_trash236.jpg,plastic,no,no,0.193,4307.4
9,marine_litter_367.jpg,plastic,yes,yes,0.174,4338.5
10,marine_litter_25.jpg,trash,no,no,0.172,4342.1
11,hn_radisson_isla_corazon_anfi_70.jpg,trash,no,no,0.594,5282.0
12,medium_distance_trash914.jpg,container,no,no,5.09,14484.6
13,medium_distance_trash484.jpg,metal,no,no,0.195,4306.9
14,medium_distance_trash260.jpg,metal,yes,yes,0.172,4306.9
15,marine_litter_333.jpg,plastic,yes,yes,0.17,4338.5
16,medium_distance_trash673.jpg,trash,yes,yes,0.173,4310.0
17,far_distance_trash65.jpg,trash,yes,yes,0.174,4310.0
18,hn_cabo_torres_view_harbour_entrance_85.jpg,plastic,no,no,0.603,5274.4
19,hn_scene_1006_9.jpg,plastic,no,no,0.615,5274.4
20,close_distance_trash92.jpg,metal,no,no,0.194,4306.9
21,far_distance_trash245.jpg,metal,yes,yes,0.171,4306.9
22,medium_distance_trash6.jpg,plastic,no,no,0.145,4307.4
23,medium_distance_trash474.jpg,container,no,no,0.161,4309.4
24,hn_cabo_torres_view_harbour_entrance_78.jpg,trash,no,no,0.579,5282.0
25,medium_distance_trash48.jpg,container,yes,yes,0.188,4309.4
26,marine_litter_428.jpg,polystyrene,yes,yes,0.198,4341.3
27,marine_litter_315.jpg,container,no,yes,0.192,4341.3
28,close_distance_trash45.jpg,trash,yes,yes,0.174,4310.0
29,medium_distance_trash898.jpg,metal,yes,yes,0.204,4282.4
30,close_distance_trash316.jpg,trash pile,no,no,0.183,4339.0
31,medium_distance_trash658.jpg,plastic,yes,yes,0.176,4307.4
32,far_distance_trash36.jpg,trash,yes,yes,0.163,4310.0
33,medium_distance_trash667.jpg,trash,yes,yes,0.177,4310.0
34,medium_distance_trash76.jpg,polystyrene,yes,no,0.174,4309.4
35,far_distance_trash74.jpg,plastic,no,no,0.178,4307.4
36,close_distance_trash54.jpg,plastic,no,no,0.172,4307.4
