question_id,image,cls,label,response,inference_s,vram_mb
1,close_distance_trash219.jpg,container,yes,no,0.319,4267.5
2,medium_distance_trash156.jpg,metal,yes,yes,0.184,4263.7
3,far_distance_trash298.jpg,plastic,no,no,0.18,4264.2
4,medium_distance_trash218.jpg,trash,yes,no,0.159,4268.1
5,medium_distance_trash615.jpg,container,yes,yes,0.175,4267.5
6,medium_distance_trash72.jpg,plastic,yes,yes,0.197,4264.2
7,medium_distance_trash22.jpg,metal,no,no,0.168,4263.7
8,medium_distance_trash689.jpg,metal,yes,no,0.177,4263.7
9,far_distance_trash460.jpg,metal,yes,no,1.038,6209.3
10,far_distance_trash102.jpg,container,yes,yes,0.185,4267.5
11,far_distance_trash344.jpg,trash pile,no,no,0.161,4265.7
12,medium_distance_trash794.jpg,plastic,yes,no,0.173,4264.2
13,medium_distance_trash603.jpg,metal,no,no,0.185,4263.7
14,medium_distance_trash187.jpg,metal,yes,yes,0.193,4263.7
15,medium_distance_trash11.jpg,trash pile,no,no,0.161,4265.7
16,hn_anfi_isla_corazon_view_53.jpg,trash pile,no,no,0.584,5233.4
17,close_distance_trash195.jpg,container,yes,no,0.222,4267.5
18,close_distance_trash1270.jpg,container,no,no,0.279,4660.4
19,hn_scene_1006_117.jpg,trash,no,no,0.618,5239.4
20,medium_distance_trash636.jpg,trash,no,no,0.202,4268.1
21,hn_radisson_isla_corazon_anfi_55.jpg,trash pile,no,no,0.581,5233.4
22,medium_distance_trash783.jpg,plastic,yes,yes,0.193,4264.2
23,hn_anfi_harbour_view_74.jpg,metal,no,no,0.572,5230.4
24,hn_radisson_isla_corazon_anfi_109.jpg,container,no,no,0.587,5236.4
25,hn_anfi_beach_vega_42.jpg,plastic,no,no,0.604,5231.9
26,far_distance_trash467.jpg,plastic,no,no,10.91,26672.7
27,hn_radisson_isla_corazon_anfi_110.jpg,trash pile,no,no,0.615,5233.4
28,hn_anfi_isla_corazon_view_82.jpg,polystyrene,no,no,0.618,5236.4
29,medium_distance_trash768.jpg,trash,yes,no,0.234,4268.1
30,close_distance_trash230.jpg,metal,no,no,0.206,4263.7
31,hn_anfi_harbour_view_72.jpg,metal,no,no,0.635,5230.4
32,medium_distance_trash1060.jpg,plastic,yes,yes,0.339,4657.6
33,hn_anfi_harbour_view_33.jpg,polystyrene,no,no,0.652,5236.4
34,close_distance_trash83.jpg,metal,no,yes,0.224,4263.7
35,close_distance_trash1295.jpg,trash pile,no,TIMEOUT,15.015,0
36,medium_distance_trash515.jpg,metal,no,TIMEOUT,15.015,0
37,close_distance_trash183.jpg,trash,no,TIMEOUT,15.009,0
38,hn_anfi_harbour_view_84.jpg,trash pile,no,TIMEOUT,15.002,0
39,close_distance_trash540.jpg,plastic,yes,TIMEOUT,15.012,0
40,hn_radisson_isla_corazon_anfi_79.jpg,metal,no,TIMEOUT,15.004,0
41,close_distance_trash1248.jpg,trash pile,yes,TIMEOUT,15.006,0
42,close_distance_trash1245.jpg,trash pile,yes,TIMEOUT,15.009,0
43,far_distance_trash535.jpg,container,yes,TIMEOUT,15.008,0
44,close_distance_trash122.jpg,plastic,yes,yes,12.189,7254.9
45,close_distance_trash1191.jpg,metal,yes,yes,0.18,4295.2
46,medium_distance_trash855.jpg,metal,no,no,0.157,4263.7
47,close_distance_trash685.jpg,trash pile,yes,yes,0.177,4295.8
48,hn_scene_1006_126.jpg,metal,no,no,0.566,5230.4
49,far_distance_trash538.jpg,plastic,no,no,0.195,4264.2
50,medium_distance_trash662.jpg,container,yes,yes,0.169,4267.5
51,medium_distance_trash1057.jpg,plastic,yes,no,0.209,4417.0
52,far_distance_trash295.jpg,polystyrene,no,no,0.19,4267.5
53,close_distance_trash100.jpg,polystyrene,no,no,0.173,4267.5
54,far_distance_trash301.jpg,container,yes,yes,0.17,4267.5
55,hn_cabo_torres_view_restinga_port_28.jpg,container,no,no,0.558,5236.4
56,medium_distance_trash872.jpg,trash pile,no,no,0.198,4265.7
57,medium_distance_trash202.jpg,plastic,no,yes,0.17,4240.3
58,close_distance_trash251.jpg,trash,yes,yes,0.179,4268.1
59,close_distance_trash285.jpg,metal,no,no,0.201,4421.6
60,medium_distance_trash467.jpg,container,yes,yes,0.18,4267.5
61,medium_distance_trash618.jpg,polystyrene,yes,yes,0.166,4267.5
62,medium_distance_trash128.jpg,plastic,yes,yes,0.167,4264.2
63,close_distance_trash1259.jpg,trash pile,yes,yes,0.295,4658.5
64,medium_distance_trash183.jpg,metal,yes,no,0.182,4263.7
65,medium_distance_trash170.jpg,plastic,no,no,0.177,4264.2
66,medium_distance_trash10.jpg,container,no,no,0.162,4267.5
67,close_distance_trash9.jpg,metal,no,no,0.695,5537.5
68,hn_anfi_harbour_view_47.jpg,polystyrene,no,no,0.598,5236.4
69,hn_scene_1006_9.jpg,metal,no,no,0.613,5230.4
70,hn_anfi_harbour_view_135.jpg,trash pile,no,no,0.567,5233.4
71,medium_distance_trash959.jpg,metal,no,no,1.097,6209.3
72,far_distance_trash79.jpg,metal,yes,yes,0.196,4240.0
73,medium_distance_trash845.jpg,trash pile,no,no,0.173,4265.7
74,medium_distance_trash611.jpg,polystyrene,no,no,0.171,4267.5
75,far_distance_trash470.jpg,polystyrene,no,no,0.217,4419.9
76,far_distance_trash382.jpg,container,yes,yes,0.189,4267.5
77,medium_distance_trash684.jpg,container,yes,yes,0.166,4267.5
78,medium_distance_trash60.jpg,metal,no,no,0.175,4263.7
79,hn_cabo_torres_view_harbour_entrance_39.jpg,trash,no,no,0.596,5239.4
80,medium_distance_trash203.jpg,plastic,yes,no,0.18,4240.3
81,hn_anfi_beach_vega_15.jpg,container,no,no,0.574,5236.4
82,medium_distance_trash837.jpg,container,yes,no,0.197,4267.5
83,close_distance_trash116.jpg,polystyrene,no,no,0.193,4267.5
84,medium_distance_trash115.jpg,polystyrene,no,no,0.183,4267.5
